0.1000000000000000056 0.003381144 0.003107309 0.005343437 0.007753052 0.007017431 0.0062683 
0.2000000000000000111 0.002430343 0.002376947 0.004134243 0.006238371 0.005009433 0.004683005 
0.3000000000000000444 0.002023244 0.001963842 0.003228603 0.00490262 0.003896778 0.004123922 
0.4000000000000000222 0.001789161 0.001635989 0.002577838 0.004206199 0.003594937 0.003553848 
0.5 0.001634054 0.001375815 0.002298945 0.003741621 0.003054695 0.003101042 
0.6000000000000000888 0.001479745 0.001250487 0.002103753 0.003345729 0.002713578 0.002755681 
0.7000000000000000666 0.001354064 0.001152662 0.001998852 0.002972084 0.002519704 0.002436823 
0.8000000000000000444 0.001258776 0.001094036 0.001891222 0.002859681 0.002363356 0.002224215 
0.9000000000000000222 0.00117372 0.00104958 0.001737136 0.002705038 0.002145938 0.002099187 
1 0.001114086 0.0009718851 0.001652365 0.002571993 0.002053408 0.001960902 
1.100000000000000089 0.001056619 0.0009281595 0.001578951 0.002450882 0.001949291 0.001834375 
1.200000000000000178 0.001007677 0.000874386 0.001524391 0.002443444 0.001857563 0.00173588 
1.300000000000000044 0.0009671836 0.0008407301 0.001469911 0.002323557 0.00180649 0.001716557 
1.400000000000000133 0.0009242512 0.0008240846 0.001431864 0.002225444 0.001732152 0.001694988 
1.5 0.0009063728 0.000791427 0.001378584 0.002172029 0.001696786 0.001636309 
1.600000000000000089 0.0008823333 0.000763509 0.001347347 0.002122637 0.001667347 0.001568361 
1.700000000000000178 0.000850864 0.0007321513 0.001329443 0.001908324 0.001598385 0.001497205 
1.800000000000000044 0.0008342839 0.0007088654 0.001285315 0.001802672 0.001520748 0.001430687 
1.900000000000000133 0.0008011409 0.0006963713 0.001268621 0.001748816 0.001488787 0.001369028 
2 0.0007914681 0.0006675302 0.001228713 0.001656831 0.001470779 0.001350371 
2.100000000000000089 0.0007667517 0.0006664612 0.001208423 0.001575782 0.001420567 0.001333508 
2.200000000000000178 0.0007607314 0.0006525508 0.001202555 0.001552402 0.00138973 0.001292893 
2.300000000000000266 0.0007438629 0.0006238873 0.001185476 0.001476847 0.001343585 0.00124376 
2.400000000000000355 0.0007318235 0.0006154354 0.001151206 0.001429932 0.001321426 0.001245013 
2.5 0.0007061252 0.0005907928 0.001148039 0.001401796 0.001312946 0.001242538 
2.600000000000000089 0.0007041367 0.0005824078 0.00110189 0.001381767 0.001286499 0.001200596 
